,Name,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,ID
68,CM,https://cdn.sofifa.net/players/260/144/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,64,85,Arsenal,https://cdn.sofifa.net/teams/1/30.png,€1.8M,€2K,1699,260144
69,LM,https://cdn.sofifa.net/players/262/113/22_60.png,,https://cdn.sofifa.net/flags/pl.png,70,84,Roma,https://cdn.sofifa.net/teams/52/30.png,€3.8M,€14K,1749,262113
69,LM,https://cdn.sofifa.net/players/262/113/22_60.png,,https://cdn.sofifa.net/flags/pl.png,70,84,Roma,https://cdn.sofifa.net/teams/52/30.png,€3.8M,€14K,1749,262113
70,CM,https://cdn.sofifa.net/players/239/053/22_60.png,,https://cdn.sofifa.net/flags/uy.png,83,89,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,€58M,€160K,2175,239053
70,CM,https://cdn.sofifa.net/players/239/053/22_60.png,,https://cdn.sofifa.net/flags/uy.png,83,89,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,€58M,€160K,2175,239053
71,CB,https://cdn.sofifa.net/players/243/715/22_60.png,,https://cdn.sofifa.net/flags/fr.png,79,87,Olympique de Marseille,https://cdn.sofifa.net/teams/219/30.png,€36M,€55K,1835,243715
71,CB,https://cdn.sofifa.net/players/243/715/22_60.png,,https://cdn.sofifa.net/flags/fr.png,79,87,Olympique de Marseille,https://cdn.sofifa.net/teams/219/30.png,€36M,€55K,1835,243715
72,ST,https://cdn.sofifa.net/players/253/002/22_60.png,,https://cdn.sofifa.net/flags/it.png,76,85,U.S. Sassuolo Calcio,https://cdn.sofifa.net/teams/111974/30.png,€17M,€25K,1796,253002
72,ST,https://cdn.sofifa.net/players/253/002/22_60.png,,https://cdn.sofifa.net/flags/it.png,76,85,U.S. Sassuolo Calcio,https://cdn.sofifa.net/teams/111974/30.png,€17M,€25K,1796,253002
73,CAM,https://cdn.sofifa.net/players/258/467/22_60.png,,https://cdn.sofifa.net/flags/ar.png,66,86,Lazio,https://cdn.sofifa.net/teams/46/30.png,€2.3M,€2K,1649,258467
73,CAM,https://cdn.sofifa.net/players/258/467/22_60.png,,https://cdn.sofifa.net/flags/ar.png,66,86,Lazio,https://cdn.sofifa.net/teams/46/30.png,€2.3M,€2K,1649,258467
74,CAM,https://cdn.sofifa.net/players/233/585/22_60.png,,https://cdn.sofifa.net/flags/br.png,73,82,Santa Clara,https://cdn.sofifa.net/teams/1438/30.png,€7M,€6K,1844,233585
74,CAM,https://cdn.sofifa.net/players/233/585/22_60.png,,https://cdn.sofifa.net/flags/br.png,73,82,Santa Clara,https://cdn.sofifa.net/teams/1438/30.png,€7M,€6K,1844,233585
75,CAM,https://cdn.sofifa.net/players/246/618/22_60.png,,https://cdn.sofifa.net/flags/cz.png,77,87,AC Sparta Praha,https://cdn.sofifa.net/teams/267/30.png,€22M,€500,1929,246618
75,CAM,https://cdn.sofifa.net/players/246/618/22_60.png,,https://cdn.sofifa.net/flags/cz.png,77,87,AC Sparta Praha,https://cdn.sofifa.net/teams/267/30.png,€22M,€500,1929,246618
76,CB,https://cdn.sofifa.net/players/247/819/22_60.png,,https://cdn.sofifa.net/flags/de.png,80,86,Sport-Club Freiburg,https://cdn.sofifa.net/teams/25/30.png,€31M,€23K,1885,247819
76,CB,https://cdn.sofifa.net/players/247/819/22_60.png,,https://cdn.sofifa.net/flags/de.png,80,86,Sport-Club Freiburg,https://cdn.sofifa.net/teams/25/30.png,€31M,€23K,1885,247819
77,LB,https://cdn.sofifa.net/players/252/145/22_60.png,,https://cdn.sofifa.net/flags/pt.png,80,88,Paris Saint-Germain,https://cdn.sofifa.net/teams/73/30.png,€43.5M,€9K,2075,252145
77,LB,https://cdn.sofifa.net/players/252/145/22_60.png,,https://cdn.sofifa.net/flags/pt.png,80,88,Paris Saint-Germain,https://cdn.sofifa.net/teams/73/30.png,€43.5M,€9K,2075,252145
78,RB,https://cdn.sofifa.net/players/262/118/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,74,85,Southampton,https://cdn.sofifa.net/teams/17/30.png,€8.5M,€11K,1856,262118
78,RB,https://cdn.sofifa.net/players/262/118/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,74,85,Southampton,https://cdn.sofifa.net/teams/17/30.png,€8.5M,€11K,1856,262118
79,ST,https://cdn.sofifa.net/players/188/545/22_60.png,,https://cdn.sofifa.net/flags/pl.png,92,92,FC Bayern München,https://cdn.sofifa.net/teams/21/30.png,€119.5M,€270K,2211,188545
79,ST,https://cdn.sofifa.net/players/188/545/22_60.png,,https://cdn.sofifa.net/flags/pl.png,92,92,FC Bayern München,https://cdn.sofifa.net/teams/21/30.png,€119.5M,€270K,2211,188545
80,CB,https://cdn.sofifa.net/players/232/580/22_60.png,,https://cdn.sofifa.net/flags/br.png,81,87,Arsenal,https://cdn.sofifa.net/teams/1/30.png,€37M,€74K,1730,232580
80,CB,https://cdn.sofifa.net/players/232/580/22_60.png,,https://cdn.sofifa.net/flags/br.png,81,87,Arsenal,https://cdn.sofifa.net/teams/1/30.png,€37M,€74K,1730,232580
81,CAM,https://cdn.sofifa.net/players/234/906/22_60.png,,https://cdn.sofifa.net/flags/fr.png,79,84,Olympique Lyonnais,https://cdn.sofifa.net/teams/66/30.png,€26.5M,€57K,2085,234906
81,CAM,https://cdn.sofifa.net/players/234/906/22_60.png,,https://cdn.sofifa.net/flags/fr.png,79,84,Olympique Lyonnais,https://cdn.sofifa.net/teams/66/30.png,€26.5M,€57K,2085,234906
82,LM,https://cdn.sofifa.net/players/246/785/22_60.png,,https://cdn.sofifa.net/flags/es.png,77,87,Valencia CF,https://cdn.sofifa.net/teams/461/30.png,€23M,€56K,1756,246785
82,LM,https://cdn.sofifa.net/players/246/785/22_60.png,,https://cdn.sofifa.net/flags/es.png,77,87,Valencia CF,https://cdn.sofifa.net/teams/461/30.png,€23M,€56K,1756,246785
83,CM,https://cdn.sofifa.net/players/247/246/22_60.png,,https://cdn.sofifa.net/flags/fr.png,76,84,OGC Nice,https://cdn.sofifa.net/teams/72/30.png,€16.5M,€23K,2064,247246
83,CM,https://cdn.sofifa.net/players/247/246/22_60.png,,https://cdn.sofifa.net/flags/fr.png,76,84,OGC Nice,https://cdn.sofifa.net/teams/72/30.png,€16.5M,€23K,2064,247246
84,CM,https://cdn.sofifa.net/players/248/243/22_60.png,,https://cdn.sofifa.net/flags/fr.png,79,89,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,€37M,€48K,2112,248243
84,CM,https://cdn.sofifa.net/players/248/243/22_60.png,,https://cdn.sofifa.net/flags/fr.png,79,89,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,€37M,€48K,2112,248243
85,CAM,https://cdn.sofifa.net/players/233/927/22_60.png,,https://cdn.sofifa.net/flags/br.png,81,86,Olympique Lyonnais,https://cdn.sofifa.net/teams/66/30.png,€39M,€65K,2190,233927
85,CAM,https://cdn.sofifa.net/players/233/927/22_60.png,,https://cdn.sofifa.net/flags/br.png,81,86,Olympique Lyonnais,https://cdn.sofifa.net/teams/66/30.png,€39M,€65K,2190,233927
86,LM,https://cdn.sofifa.net/players/242/516/22_60.png,,https://cdn.sofifa.net/flags/nl.png,81,86,PSV,https://cdn.sofifa.net/teams/247/30.png,€39.5M,€22K,2016,242516
86,LM,https://cdn.sofifa.net/players/242/516/22_60.png,,https://cdn.sofifa.net/flags/nl.png,81,86,PSV,https://cdn.sofifa.net/teams/247/30.png,€39.5M,€22K,2016,242516
87,LW,https://cdn.sofifa.net/players/200/104/22_60.png,,https://cdn.sofifa.net/flags/kr.png,89,89,Tottenham Hotspur,https://cdn.sofifa.net/teams/18/30.png,€104M,€240K,2144,200104
87,LW,https://cdn.sofifa.net/players/200/104/22_60.png,,https://cdn.sofifa.net/flags/kr.png,89,89,Tottenham Hotspur,https://cdn.sofifa.net/teams/18/30.png,€104M,€240K,2144,200104
88,ST,https://cdn.sofifa.net/players/231/747/22_60.png,,https://cdn.sofifa.net/flags/fr.png,91,95,Paris Saint-Germain,https://cdn.sofifa.net/teams/73/30.png,€194M,€230K,2175,231747
88,ST,https://cdn.sofifa.net/players/231/747/22_60.png,,https://cdn.sofifa.net/flags/fr.png,91,95,Paris Saint-Germain,https://cdn.sofifa.net/teams/73/30.png,€194M,€230K,2175,231747
89,RW,https://cdn.sofifa.net/players/241/461/22_60.png,,https://cdn.sofifa.net/flags/es.png,83,89,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,€58.5M,€140K,2028,241461
89,RW,https://cdn.sofifa.net/players/241/461/22_60.png,,https://cdn.sofifa.net/flags/es.png,83,89,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,€58.5M,€140K,2028,241461
90,CB,https://cdn.sofifa.net/players/255/654/22_60.png,,https://cdn.sofifa.net/flags/fr.png,75,83,AC Milan,https://cdn.sofifa.net/teams/47/30.png,€12M,€22K,1869,255654
90,CB,https://cdn.sofifa.net/players/255/654/22_60.png,,https://cdn.sofifa.net/flags/fr.png,75,83,AC Milan,https://cdn.sofifa.net/teams/47/30.png,€12M,€22K,1869,255654
91,CB,https://cdn.sofifa.net/players/256/008/22_60.png,,https://cdn.sofifa.net/flags/br.png,74,86,SL Benfica,https://cdn.sofifa.net/teams/234/30.png,€9.5M,€8K,1610,256008
91,CB,https://cdn.sofifa.net/players/256/008/22_60.png,,https://cdn.sofifa.net/flags/br.png,74,86,SL Benfica,https://cdn.sofifa.net/teams/234/30.png,€9.5M,€8K,1610,256008
92,LWB,https://cdn.sofifa.net/players/259/583/22_60.png,,https://cdn.sofifa.net/flags/it.png,68,81,Udinese Calcio,https://cdn.sofifa.net/teams/55/30.png,€2.7M,€3K,1745,259583
92,LWB,https://cdn.sofifa.net/players/259/583/22_60.png,,https://cdn.sofifa.net/flags/it.png,68,81,Udinese Calcio,https://cdn.sofifa.net/teams/55/30.png,€2.7M,€3K,1745,259583
93,RW,https://cdn.sofifa.net/players/209/331/22_60.png,,https://cdn.sofifa.net/flags/eg.png,91,91,Liverpool,https://cdn.sofifa.net/teams/9/30.png,€129M,€350K,2236,209331
93,RW,https://cdn.sofifa.net/players/209/331/22_60.png,,https://cdn.sofifa.net/flags/eg.png,91,91,Liverpool,https://cdn.sofifa.net/teams/9/30.png,€129M,€350K,2236,209331
94,CDM,https://cdn.sofifa.net/players/212/622/22_60.png,,https://cdn.sofifa.net/flags/de.png,89,90,FC Bayern München,https://cdn.sofifa.net/teams/21/30.png,€108M,€160K,2288,212622
94,CDM,https://cdn.sofifa.net/players/212/622/22_60.png,,https://cdn.sofifa.net/flags/de.png,89,90,FC Bayern München,https://cdn.sofifa.net/teams/21/30.png,€108M,€160K,2288,212622
95,RW,https://cdn.sofifa.net/players/213/956/22_60.png,,https://cdn.sofifa.net/flags/es.png,79,80,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,€21M,€87K,1931,213956
95,RW,https://cdn.sofifa.net/players/213/956/22_60.png,,https://cdn.sofifa.net/flags/es.png,79,80,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,€21M,€87K,1931,213956
96,RW,https://cdn.sofifa.net/players/230/666/22_60.png,,https://cdn.sofifa.net/flags/br.png,83,86,Manchester City,https://cdn.sofifa.net/teams/10/30.png,€49.5M,€150K,2072,230666
96,RW,https://cdn.sofifa.net/players/230/666/22_60.png,,https://cdn.sofifa.net/flags/br.png,83,86,Manchester City,https://cdn.sofifa.net/teams/10/30.png,€49.5M,€150K,2072,230666
97,CDM,https://cdn.sofifa.net/players/230/938/22_60.png,,https://cdn.sofifa.net/flags/ci.png,84,86,AC Milan,https://cdn.sofifa.net/teams/47/30.png,€49.5M,€51K,2202,230938
97,CDM,https://cdn.sofifa.net/players/230/938/22_60.png,,https://cdn.sofifa.net/flags/ci.png,84,86,AC Milan,https://cdn.sofifa.net/teams/47/30.png,€49.5M,€51K,2202,230938
98,RB,https://cdn.sofifa.net/players/231/281/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,87,90,Liverpool,https://cdn.sofifa.net/teams/9/30.png,€102.5M,€150K,2245,231281
98,RB,https://cdn.sofifa.net/players/231/281/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,87,90,Liverpool,https://cdn.sofifa.net/teams/9/30.png,€102.5M,€150K,2245,231281
99,CB,https://cdn.sofifa.net/players/232/756/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,82,88,AC Milan,https://cdn.sofifa.net/teams/47/30.png,€43.5M,€42K,1845,232756
99,CB,https://cdn.sofifa.net/players/232/756/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,82,88,AC Milan,https://cdn.sofifa.net/teams/47/30.png,€43.5M,€42K,1845,232756
100,LB,https://cdn.sofifa.net/players/234/396/22_60.png,,https://cdn.sofifa.net/flags/ca.png,84,89,FC Bayern München,https://cdn.sofifa.net/teams/21/30.png,€58.5M,€70K,2170,234396
100,LB,https://cdn.sofifa.net/players/234/396/22_60.png,,https://cdn.sofifa.net/flags/ca.png,84,89,FC Bayern München,https://cdn.sofifa.net/teams/21/30.png,€58.5M,€70K,2170,234396
101,LW,https://cdn.sofifa.net/players/241/084/22_60.png,,https://cdn.sofifa.net/flags/co.png,84,87,Liverpool,https://cdn.sofifa.net/teams/9/30.png,€57.5M,€145K,2045,241084
101,LW,https://cdn.sofifa.net/players/241/084/22_60.png,,https://cdn.sofifa.net/flags/co.png,84,87,Liverpool,https://cdn.sofifa.net/teams/9/30.png,€57.5M,€145K,2045,241084
102,LW,https://cdn.sofifa.net/players/258/942/22_60.png,,https://cdn.sofifa.net/flags/ro.png,72,86,FCSB (Steaua),https://cdn.sofifa.net/teams/100761/30.png,€5.5M,€6K,1745,258942
102,LW,https://cdn.sofifa.net/players/258/942/22_60.png,,https://cdn.sofifa.net/flags/ro.png,72,86,FCSB (Steaua),https://cdn.sofifa.net/teams/100761/30.png,€5.5M,€6K,1745,258942
103,RM,https://cdn.sofifa.net/players/261/050/22_60.png,,https://cdn.sofifa.net/flags/pt.png,72,86,FC Porto,https://cdn.sofifa.net/teams/236/30.png,€5.5M,€3K,1682,261050
103,RM,https://cdn.sofifa.net/players/261/050/22_60.png,,https://cdn.sofifa.net/flags/pt.png,72,86,FC Porto,https://cdn.sofifa.net/teams/236/30.png,€5.5M,€3K,1682,261050
104,RW,https://cdn.sofifa.net/players/269/688/22_60.png,,https://cdn.sofifa.net/flags/br.png,66,87,Manchester City,https://cdn.sofifa.net/teams/10/30.png,€2.7M,€12K,1567,269688
104,RW,https://cdn.sofifa.net/players/269/688/22_60.png,,https://cdn.sofifa.net/flags/br.png,66,87,Manchester City,https://cdn.sofifa.net/teams/10/30.png,€2.7M,€12K,1567,269688
105,ST,https://cdn.sofifa.net/players/199/110/22_60.png,,https://cdn.sofifa.net/flags/co.png,82,82,Atalanta,https://cdn.sofifa.net/teams/39/30.png,€30M,€70K,2005,199110
105,ST,https://cdn.sofifa.net/players/199/110/22_60.png,,https://cdn.sofifa.net/flags/co.png,82,82,Atalanta,https://cdn.sofifa.net/teams/39/30.png,€30M,€70K,2005,199110
106,CDM,https://cdn.sofifa.net/players/229/391/22_60.png,,https://cdn.sofifa.net/flags/pt.png,82,85,Sporting CP,https://cdn.sofifa.net/teams/237/30.png,€36.5M,€18K,2041,229391
106,CDM,https://cdn.sofifa.net/players/229/391/22_60.png,,https://cdn.sofifa.net/flags/pt.png,82,85,Sporting CP,https://cdn.sofifa.net/teams/237/30.png,€36.5M,€18K,2041,229391
107,ST,https://cdn.sofifa.net/players/231/352/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,81,86,Roma,https://cdn.sofifa.net/teams/52/30.png,€39.5M,€61K,1834,231352
107,ST,https://cdn.sofifa.net/players/231/352/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,81,86,Roma,https://cdn.sofifa.net/teams/52/30.png,€39.5M,€61K,1834,231352
108,CDM,https://cdn.sofifa.net/players/234/378/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,83,88,West Ham United,https://cdn.sofifa.net/teams/19/30.png,€51M,€76K,2072,234378
108,CDM,https://cdn.sofifa.net/players/234/378/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,83,88,West Ham United,https://cdn.sofifa.net/teams/19/30.png,€51M,€76K,2072,234378
109,GK,https://cdn.sofifa.net/players/234/577/22_60.png,,https://cdn.sofifa.net/flags/pt.png,77,86,FC Porto,https://cdn.sofifa.net/teams/236/30.png,€20.5M,€7K,1110,234577
109,GK,https://cdn.sofifa.net/players/234/577/22_60.png,,https://cdn.sofifa.net/flags/pt.png,77,86,FC Porto,https://cdn.sofifa.net/teams/236/30.png,€20.5M,€7K,1110,234577
110,RW,https://cdn.sofifa.net/players/235/805/22_60.png,,https://cdn.sofifa.net/flags/it.png,84,90,Juventus,https://cdn.sofifa.net/teams/45/30.png,€66.5M,€81K,2064,235805
110,RW,https://cdn.sofifa.net/players/235/805/22_60.png,,https://cdn.sofifa.net/flags/it.png,84,90,Juventus,https://cdn.sofifa.net/teams/45/30.png,€66.5M,€81K,2064,235805
111,ST,https://cdn.sofifa.net/players/236/610/22_60.png,,https://cdn.sofifa.net/flags/it.png,79,87,Juventus,https://cdn.sofifa.net/teams/45/30.png,€39.5M,€69K,1875,236610
111,ST,https://cdn.sofifa.net/players/236/610/22_60.png,,https://cdn.sofifa.net/flags/it.png,79,87,Juventus,https://cdn.sofifa.net/teams/45/30.png,€39.5M,€69K,1875,236610
112,LW,https://cdn.sofifa.net/players/237/692/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,84,92,Manchester City,https://cdn.sofifa.net/teams/10/30.png,€94.5M,€140K,2073,237692
112,LW,https://cdn.sofifa.net/players/237/692/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,84,92,Manchester City,https://cdn.sofifa.net/teams/10/30.png,€94.5M,€140K,2073,237692
113,CM,https://cdn.sofifa.net/players/242/434/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,75,86,Liverpool,https://cdn.sofifa.net/teams/9/30.png,€12.5M,€57K,1940,242434
113,CM,https://cdn.sofifa.net/players/242/434/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,75,86,Liverpool,https://cdn.sofifa.net/teams/9/30.png,€12.5M,€57K,1940,242434
114,ST,https://cdn.sofifa.net/players/243/630/22_60.png,,https://cdn.sofifa.net/flags/ca.png,79,85,LOSC Lille,https://cdn.sofifa.net/teams/65/30.png,€28.5M,€34K,1921,243630
114,ST,https://cdn.sofifa.net/players/243/630/22_60.png,,https://cdn.sofifa.net/flags/ca.png,79,85,LOSC Lille,https://cdn.sofifa.net/teams/65/30.png,€28.5M,€34K,1921,243630
115,RW,https://cdn.sofifa.net/players/243/812/22_60.png,,https://cdn.sofifa.net/flags/br.png,80,87,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,€42M,€120K,1933,243812
115,RW,https://cdn.sofifa.net/players/243/812/22_60.png,,https://cdn.sofifa.net/flags/br.png,80,87,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,€42M,€120K,1933,243812
116,LWB,https://cdn.sofifa.net/players/248/808/22_60.png,,https://cdn.sofifa.net/flags/gb-sct.png,73,85,Bologna,https://cdn.sofifa.net/teams/189/30.png,€7M,€12K,1834,248808
116,LWB,https://cdn.sofifa.net/players/248/808/22_60.png,,https://cdn.sofifa.net/flags/gb-sct.png,73,85,Bologna,https://cdn.sofifa.net/teams/189/30.png,€7M,€12K,1834,248808
117,RWB,https://cdn.sofifa.net/players/252/802/22_60.png,,https://cdn.sofifa.net/flags/ci.png,73,85,Torino F.C.,https://cdn.sofifa.net/teams/54/30.png,€7M,€21K,1866,252802
117,RWB,https://cdn.sofifa.net/players/252/802/22_60.png,,https://cdn.sofifa.net/flags/ci.png,73,85,Torino F.C.,https://cdn.sofifa.net/teams/54/30.png,€7M,€21K,1866,252802
118,CM,https://cdn.sofifa.net/players/255/001/22_60.png,,https://cdn.sofifa.net/flags/it.png,72,87,Genoa,https://cdn.sofifa.net/teams/110556/30.png,€5.5M,€25K,1875,255001
118,CM,https://cdn.sofifa.net/players/255/001/22_60.png,,https://cdn.sofifa.net/flags/it.png,72,87,Genoa,https://cdn.sofifa.net/teams/110556/30.png,€5.5M,€25K,1875,255001
119,CAM,https://cdn.sofifa.net/players/259/356/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,64,86,Aston Villa,https://cdn.sofifa.net/teams/2/30.png,€1.8M,€2K,1630,259356
119,CAM,https://cdn.sofifa.net/players/259/356/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,64,86,Aston Villa,https://cdn.sofifa.net/teams/2/30.png,€1.8M,€2K,1630,259356
120,CDM,https://cdn.sofifa.net/players/225/375/22_60.png,,https://cdn.sofifa.net/flags/at.png,82,84,RB Leipzig,https://cdn.sofifa.net/teams/112172/30.png,€35.5M,€70K,2146,225375
120,CDM,https://cdn.sofifa.net/players/225/375/22_60.png,,https://cdn.sofifa.net/flags/at.png,82,84,RB Leipzig,https://cdn.sofifa.net/teams/112172/30.png,€35.5M,€70K,2146,225375
121,CAM,https://cdn.sofifa.net/players/228/251/22_60.png,,https://cdn.sofifa.net/flags/it.png,83,87,Roma,https://cdn.sofifa.net/teams/52/30.png,€50.5M,€72K,2246,228251
121,CAM,https://cdn.sofifa.net/players/228/251/22_60.png,,https://cdn.sofifa.net/flags/it.png,83,87,Roma,https://cdn.sofifa.net/teams/52/30.png,€50.5M,€72K,2246,228251
122,RB,https://cdn.sofifa.net/players/232/938/22_60.png,,https://cdn.sofifa.net/flags/jp.png,78,85,Arsenal,https://cdn.sofifa.net/teams/1/30.png,€27M,€59K,1832,232938
122,RB,https://cdn.sofifa.net/players/232/938/22_60.png,,https://cdn.sofifa.net/flags/jp.png,78,85,Arsenal,https://cdn.sofifa.net/teams/1/30.png,€27M,€59K,1832,232938
123,GK,https://cdn.sofifa.net/players/235/073/22_60.png,,https://cdn.sofifa.net/flags/ch.png,82,87,Borussia Dortmund,https://cdn.sofifa.net/teams/22/30.png,€37M,€44K,1215,235073
123,GK,https://cdn.sofifa.net/players/235/073/22_60.png,,https://cdn.sofifa.net/flags/ch.png,82,87,Borussia Dortmund,https://cdn.sofifa.net/teams/22/30.png,€37M,€44K,1215,235073
124,CDM,https://cdn.sofifa.net/players/235/173/22_60.png,,https://cdn.sofifa.net/flags/ci.png,79,85,PSV,https://cdn.sofifa.net/teams/247/30.png,€25.5M,€18K,2065,235173
124,CDM,https://cdn.sofifa.net/players/235/173/22_60.png,,https://cdn.sofifa.net/flags/ci.png,79,85,PSV,https://cdn.sofifa.net/teams/247/30.png,€25.5M,€18K,2065,235173
125,CAM,https://cdn.sofifa.net/players/236/772/22_60.png,,https://cdn.sofifa.net/flags/hu.png,79,87,RB Leipzig,https://cdn.sofifa.net/teams/112172/30.png,€38.5M,€54K,1991,236772
125,CAM,https://cdn.sofifa.net/players/236/772/22_60.png,,https://cdn.sofifa.net/flags/hu.png,79,87,RB Leipzig,https://cdn.sofifa.net/teams/112172/30.png,€38.5M,€54K,1991,236772
